医院名称,医院等级,医院类型,床位数,地址,电话,省份,建立时间,员工数量,年门诊量,数据来源,更新时间,疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,统计日期,政策标题,文号,发布日期,政策类型,发布部门,实施日期,政策级别,适用范围,研究标题,研究领域,研究类型,发表期刊,发表年份,发表月份,影响因子,样本量,研究机构,第一作者,通讯作者,基金支持,关键词
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,中医药实施方案,国卫发〔2024〕069号,2024-08-13,中医药,国家药监局,2024-09-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,中医药管理办法,药监发〔2024〕130号,2024-01-17,中医药,各省卫健委,2024-02-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于中医药工作的通知,药监发〔2024〕065号,2024-08-06,中医药,国家药监局,2024-09-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,中医药监督管理办法,药监发〔2024〕107号,2024-12-20,中医药,国家卫健委,2024-01-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,疾病防控监督管理办法,卫健发〔2024〕108号,2024-12-07,疾病防控,国家卫健委,2024-01-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于疾病防控工作的通知,国卫发〔2024〕117号,2024-10-15,疾病防控,国家卫健委,2024-11-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进疾病防控发展的指导意见,卫健发〔2024〕113号,2024-01-10,疾病防控,国家医保局,2024-02-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,疾病防控管理办法,卫健发〔2024〕021号,2024-03-12,疾病防控,国家医保局,2024-04-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强疾病防控管理的意见,医政发〔2024〕165号,2024-02-26,疾病防控,国家医保局,2024-03-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,疾病防控监督管理办法,国卫发〔2024〕120号,2024-12-10,疾病防控,国家药监局,2024-01-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强疾病防控管理的意见,药监发〔2024〕052号,2024-09-24,疾病防控,各省卫健委,2024-10-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,健康促进监督管理办法,卫健发〔2024〕105号,2024-04-07,健康促进,国家卫健委,2024-05-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范健康促进的规定,医政发〔2024〕144号,2024-07-16,健康促进,各省卫健委,2024-08-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进健康促进发展的指导意见,国卫发〔2024〕137号,2024-04-23,健康促进,国家医保局,2024-05-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于健康促进工作的通知,卫健发〔2024〕182号,2024-05-13,健康促进,国家医保局,2024-06-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范健康促进的规定,卫健发〔2024〕049号,2024-07-25,健康促进,国家医保局,2024-08-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于健康促进工作的通知,医政发〔2024〕195号,2024-08-06,健康促进,国家卫健委,2024-09-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,健康促进管理办法,国卫发〔2024〕077号,2024-09-18,健康促进,各省卫健委,2024-10-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范健康促进的规定,卫健发〔2024〕190号,2024-08-02,健康促进,国家医保局,2024-09-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范健康促进的规定,卫健发〔2024〕036号,2024-12-01,健康促进,各省卫健委,2024-01-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,健康促进实施方案,医政发〔2024〕076号,2024-05-08,健康促进,各省卫健委,2024-06-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,麻醉学领域Meta分析研究第1项,麻醉学,Meta分析,BMJ,2023.0,5.0,8.85,598.0,中山大学,作者1,通讯作者1,国家重点研发计划,"麻醉学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,麻醉学领域临床试验研究第2项,麻醉学,临床试验,New England Journal of Medicine,2023.0,9.0,7.46,1547.0,华中科技大学,作者2,通讯作者2,无,"麻醉学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,耳鼻喉科学领域病例对照研究研究第3项,耳鼻喉科学,病例对照研究,中国医学科学院学报,2022.0,12.0,17.44,9762.0,清华大学,作者3,通讯作者3,省部级基金,"耳鼻喉科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,精神病学领域病例对照研究研究第4项,精神病学,病例对照研究,Nature Medicine,2023.0,1.0,17.78,3943.0,清华大学,作者4,通讯作者4,国家自然科学基金,"精神病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,内分泌学领域流行病学调查研究第5项,内分泌学,流行病学调查,New England Journal of Medicine,2022.0,10.0,6.99,2992.0,北京大学,作者5,通讯作者5,国家重点研发计划,"内分泌学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,肿瘤学领域病例对照研究研究第6项,肿瘤学,病例对照研究,Science,2021.0,5.0,14.3,7234.0,北京大学,作者6,通讯作者6,无,"肿瘤学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,风湿免疫学领域流行病学调查研究第7项,风湿免疫学,流行病学调查,Nature Medicine,2022.0,9.0,12.94,2535.0,中山大学,作者7,通讯作者7,国家自然科学基金,"风湿免疫学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,儿科学领域病例对照研究研究第8项,儿科学,病例对照研究,Cell,2021.0,9.0,5.59,9146.0,华中科技大学,作者8,通讯作者8,国家自然科学基金,"儿科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,眼科学领域临床试验研究第9项,眼科学,临床试验,Cell,2022.0,4.0,11.62,8624.0,复旦大学,作者9,通讯作者9,无,"眼科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,妇产科学领域病例报告研究第10项,妇产科学,病例报告,JAMA,2020.0,4.0,10.68,2501.0,北京大学,作者10,通讯作者10,无,"妇产科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,内分泌学领域病例对照研究研究第11项,内分泌学,病例对照研究,Cell,2024.0,12.0,11.0,138.0,清华大学,作者11,通讯作者11,省部级基金,"内分泌学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,耳鼻喉科学领域病例报告研究第12项,耳鼻喉科学,病例报告,Nature Medicine,2024.0,4.0,20.88,9308.0,复旦大学,作者12,通讯作者12,省部级基金,"耳鼻喉科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,感染病学领域病例报告研究第13项,感染病学,病例报告,Cell,2020.0,10.0,17.47,4509.0,北京大学,作者13,通讯作者13,国家自然科学基金,"感染病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,感染病学领域流行病学调查研究第14项,感染病学,流行病学调查,中华医学杂志,2024.0,7.0,8.87,6991.0,复旦大学,作者14,通讯作者14,国家重点研发计划,"感染病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,影像医学领域流行病学调查研究第15项,影像医学,流行病学调查,中华医学杂志,2021.0,7.0,3.48,2837.0,清华大学,作者15,通讯作者15,省部级基金,"影像医学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,麻醉学领域队列研究研究第16项,麻醉学,队列研究,BMJ,2021.0,5.0,19.6,9877.0,复旦大学,作者16,通讯作者16,国家自然科学基金,"麻醉学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,耳鼻喉科学领域Meta分析研究第17项,耳鼻喉科学,Meta分析,北京大学学报(医学版),2021.0,11.0,9.72,1519.0,华中科技大学,作者17,通讯作者17,无,"耳鼻喉科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,耳鼻喉科学领域病例对照研究研究第18项,耳鼻喉科学,病例对照研究,中华医学杂志,2020.0,10.0,21.0,2434.0,清华大学,作者18,通讯作者18,省部级基金,"耳鼻喉科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,消化病学领域临床试验研究第19项,消化病学,临床试验,Cell,2021.0,8.0,11.0,1911.0,北京大学,作者19,通讯作者19,国家重点研发计划,"消化病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,麻醉学领域流行病学调查研究第20项,麻醉学,流行病学调查,Science,2020.0,11.0,7.36,2784.0,华中科技大学,作者20,通讯作者20,省部级基金,"麻醉学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,口腔医学领域病例对照研究研究第21项,口腔医学,病例对照研究,New England Journal of Medicine,2020.0,12.0,13.66,189.0,清华大学,作者21,通讯作者21,省部级基金,"口腔医学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,精神病学领域Meta分析研究第22项,精神病学,Meta分析,The Lancet,2020.0,3.0,3.99,9478.0,华中科技大学,作者22,通讯作者22,国家重点研发计划,"精神病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,影像医学领域Meta分析研究第23项,影像医学,Meta分析,中国医学科学院学报,2021.0,2.0,13.82,4672.0,北京大学,作者23,通讯作者23,无,"影像医学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,外科学领域基础研究研究第24项,外科学,基础研究,Nature Medicine,2021.0,8.0,17.48,1408.0,清华大学,作者24,通讯作者24,无,"外科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,风湿免疫学领域流行病学调查研究第25项,风湿免疫学,流行病学调查,Nature Medicine,2022.0,12.0,16.37,3200.0,中山大学,作者25,通讯作者25,无,"风湿免疫学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,肾脏病学领域流行病学调查研究第26项,肾脏病学,流行病学调查,Nature Medicine,2020.0,1.0,16.64,9745.0,北京大学,作者26,通讯作者26,国家自然科学基金,"肾脏病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,妇产科学领域病例对照研究研究第27项,妇产科学,病例对照研究,复旦学报(医学版),2023.0,1.0,13.31,999.0,北京大学,作者27,通讯作者27,国家重点研发计划,"妇产科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,麻醉学领域队列研究研究第28项,麻醉学,队列研究,Cell,2022.0,11.0,6.85,8506.0,中山大学,作者28,通讯作者28,国家重点研发计划,"麻醉学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,消化病学领域流行病学调查研究第29项,消化病学,流行病学调查,中国医学科学院学报,2024.0,3.0,12.35,8502.0,清华大学,作者29,通讯作者29,无,"消化病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,心血管病学领域病例对照研究研究第30项,心血管病学,病例对照研究,中华医学杂志,2020.0,9.0,17.33,709.0,北京大学,作者30,通讯作者30,无,"心血管病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,心血管病学领域Meta分析研究第31项,心血管病学,Meta分析,中国医学科学院学报,2023.0,6.0,10.92,3916.0,清华大学,作者31,通讯作者31,国家自然科学基金,"心血管病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,肿瘤学领域病例报告研究第32项,肿瘤学,病例报告,BMJ,2022.0,7.0,16.73,3080.0,华中科技大学,作者32,通讯作者32,无,"肿瘤学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,儿科学领域基础研究研究第33项,儿科学,基础研究,Cell,2021.0,7.0,21.45,5039.0,清华大学,作者33,通讯作者33,国家自然科学基金,"儿科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,儿科学领域流行病学调查研究第34项,儿科学,流行病学调查,New England Journal of Medicine,2021.0,3.0,17.01,3335.0,中山大学,作者34,通讯作者34,无,"儿科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,儿科学领域基础研究研究第35项,儿科学,基础研究,New England Journal of Medicine,2021.0,8.0,9.81,7054.0,中山大学,作者35,通讯作者35,省部级基金,"儿科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,影像医学领域病例对照研究研究第36项,影像医学,病例对照研究,Science,2022.0,2.0,17.42,9975.0,复旦大学,作者36,通讯作者36,国家自然科学基金,"影像医学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,呼吸病学领域基础研究研究第37项,呼吸病学,基础研究,Nature Medicine,2020.0,9.0,9.55,9943.0,复旦大学,作者37,通讯作者37,国家重点研发计划,"呼吸病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,精神病学领域流行病学调查研究第38项,精神病学,流行病学调查,BMJ,2022.0,10.0,14.39,2635.0,复旦大学,作者38,通讯作者38,省部级基金,"精神病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,心血管病学领域队列研究研究第39项,心血管病学,队列研究,中国医学科学院学报,2021.0,11.0,15.76,8733.0,北京大学,作者39,通讯作者39,无,"心血管病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,皮肤病学领域病例报告研究第40项,皮肤病学,病例报告,JAMA,2022.0,3.0,11.89,4273.0,北京大学,作者40,通讯作者40,国家重点研发计划,"皮肤病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,耳鼻喉科学领域队列研究研究第41项,耳鼻喉科学,队列研究,Cell,2023.0,6.0,9.31,6106.0,中山大学,作者41,通讯作者41,国家自然科学基金,"耳鼻喉科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,眼科学领域流行病学调查研究第42项,眼科学,流行病学调查,Cell,2022.0,10.0,4.6,9848.0,中山大学,作者42,通讯作者42,无,"眼科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,妇产科学领域队列研究研究第43项,妇产科学,队列研究,The Lancet,2020.0,6.0,15.46,3561.0,复旦大学,作者43,通讯作者43,无,"妇产科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,儿科学领域基础研究研究第44项,儿科学,基础研究,北京大学学报(医学版),2023.0,7.0,20.38,7853.0,北京大学,作者44,通讯作者44,国家自然科学基金,"儿科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,血液病学领域流行病学调查研究第45项,血液病学,流行病学调查,复旦学报(医学版),2021.0,1.0,8.17,9655.0,复旦大学,作者45,通讯作者45,省部级基金,"血液病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,内分泌学领域病例报告研究第46项,内分泌学,病例报告,The Lancet,2021.0,12.0,16.24,3184.0,复旦大学,作者46,通讯作者46,无,"内分泌学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,呼吸病学领域Meta分析研究第47项,呼吸病学,Meta分析,Nature Medicine,2023.0,12.0,4.76,155.0,北京大学,作者47,通讯作者47,无,"呼吸病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,皮肤病学领域临床试验研究第48项,皮肤病学,临床试验,中华医学杂志,2024.0,5.0,9.45,1313.0,中山大学,作者48,通讯作者48,国家重点研发计划,"皮肤病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,心血管病学领域Meta分析研究第49项,心血管病学,Meta分析,北京大学学报(医学版),2024.0,11.0,19.01,5052.0,华中科技大学,作者49,通讯作者49,无,"心血管病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,内分泌学领域队列研究研究第50项,内分泌学,队列研究,北京大学学报(医学版),2021.0,6.0,21.1,1376.0,中山大学,作者50,通讯作者50,国家自然科学基金,"内分泌学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,口腔医学领域病例对照研究研究第51项,口腔医学,病例对照研究,New England Journal of Medicine,2021.0,1.0,24.7,6927.0,清华大学,作者51,通讯作者51,国家自然科学基金,"口腔医学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,外科学领域系统综述研究第52项,外科学,系统综述,Science,2020.0,1.0,22.51,3671.0,复旦大学,作者52,通讯作者52,国家重点研发计划,"外科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,内分泌学领域Meta分析研究第53项,内分泌学,Meta分析,The Lancet,2024.0,6.0,14.09,4310.0,北京大学,作者53,通讯作者53,省部级基金,"内分泌学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,麻醉学领域系统综述研究第54项,麻醉学,系统综述,Nature Medicine,2022.0,3.0,18.87,6882.0,北京大学,作者54,通讯作者54,省部级基金,"麻醉学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,肿瘤学领域基础研究研究第55项,肿瘤学,基础研究,中华医学杂志,2024.0,5.0,23.33,3035.0,中山大学,作者55,通讯作者55,无,"肿瘤学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,血液病学领域系统综述研究第56项,血液病学,系统综述,The Lancet,2020.0,7.0,18.69,1377.0,中山大学,作者56,通讯作者56,国家重点研发计划,"血液病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,精神病学领域Meta分析研究第57项,精神病学,Meta分析,Cell,2020.0,11.0,15.12,1926.0,复旦大学,作者57,通讯作者57,无,"精神病学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,儿科学领域队列研究研究第58项,儿科学,队列研究,Cell,2020.0,7.0,17.4,8882.0,华中科技大学,作者58,通讯作者58,省部级基金,"儿科学,临床研究,医学"
,,,,,,,,,,医学研究数据库,2025-06-12 22:43:39,,,,,,,,,,,,,,,,,,神经病学领域基础研究研究第59项,神经病学,基础研究,JAMA,2022.0,8.0,6.39,2894.0,清华大学,作者59,通讯作者59,无,"神经病学,临床研究,医学"
